,date,volume,pages,title,journal,author,publisher,note,address,booktitle,editor,booktile,tech,institution,Pages,year,type,month
429,,,," ""Robust Platoon Manuevers for AVHS,"" ",," J.Frankel, L.Alvarez, R.Horowitz, and P.Li. ",,,,,,," UCB-PATH TECH NOTE 94-09, ", University of California. ,,,,
516,,,, The MONK's problems a performance comparison of different learning algorithms. ,," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang, ",,," Pittsburgh, PA. ",,,," Technical Report CMU-CD-91-197, "," Department of Computer Science, Carnegie Mellon University, ",,,,
543,,,, Learning representative exemplars of concepts: an initial case study. ,, D. Kibler and D. W. Aha. ," Kaufmann, ",," Ca, "," Proc. 4th International Workshop on Machine Learning, ","In P. Langley, editor, ",,,,, 1987. ,,
547,,,, Learning representative exemplars of concepts: an initial case study. ,, D. Kibler and D. W. Aha. , Kaufmann. ,," CA, "," Proc. 4th International Workshop on Machine Learning, "," In P. Langley, editor, ",,,,,1987. ,,
561,,,, Noise-tolerant instance-based learning algorithms. ,," Aha, D. W., & Kibler, D. ", Morgan Kaufmann. ,," San Mateo, CA: ", In Proceedings of the 1989 International Joint Conference on Artificial Intelligence. ,,,,,, (1989). ,,
569,,,, Noise tolerant instance-based learning algorithms. ,," Aha, D., & Kibler, D. ", Morgan Kaufmann. ,," Detroit, MI: "," Proceedings of the Eleventh International Joint Conference on Artificial Intelligence, ",,,,,, (1989). ,,
580,,,, Instance-based learning algorithms. ,," Aha, D. W., Kibler, D. & Albert, M. K. ",, Draft submission to Machine Learning. ,,,,,,,, (1990). ,,
705,,,," Parallel interpretation of logic programs, ",," J.S. Conery, D.F. Kibler, ",,,," in Proceedings ACM Symposium on Functional Programming and Computer Architecture, ",,,,,, 1981. ,,
706,,,," Parallel interpretation of logic programs, ",," J.S. Conery, D.F. Kibler, ",,,," in Proceedings ACM Symposium on Functional Programming and Computer Architecture, ",,,,,, 1981. ,,
707,,,," Parallel interpretation of logic programs, ",," J.S. Conery, D.F. Kibler, ",,,," in Proceedings ACM Symposium on Functional Programming and Computer Architecture, ",,,,,, 1981. ,,
708,,,," Parallel Interpretation of Logic Programs, ",," J. S. Conery, D. F. Kibler, ",,,," Proc. ACM Symp. Functional Programming and Computer Architecture, ",,,,,, 1981. ,, f14g 
709,,,," Parallel Interpretation of Logic Programs, ",," J. S. Conery, D. F. Kibler, ",,,," Proc. ACM Symp. Functional Programming and Computer Architecture, ",,,,,, 1981. ,,
710,,,, Nearest Neighbor(NN) Norms,," Dasarathy, B. V. "," Los Alamitos, California:IEEE Computer Society Press. 18 Data, ",,,,,,,,, (1991). , NN Pattern Classification Techniques. ,
715,,,," Learning prototypical concept descriptions, ",," Datta, P. & Kibler, D. "," Morgan Kaufmann, ",," Los Altos, California. ", in Proceedings of the Twelfth International Conference on Machine Learning. ,,,,,, (1995). ,,
716,,,, Learning Prototypical Concept Descriptions. ,," Datta, P. and Kibler, D. ", Morgan Kaufmann. ,," Tahoe City, CA. ", In Proceedings of the Twelfth International Conference on Machine 15 Learning. ,,,,,, (1995). ,,
717,,,, Learning Prototypical Concept Descriptions. ,," Datta, P. and Kibler, D. ", Morgan Kaufmann. ,," Tahoe City, CA. ", In Proceedings of the Twelfth International Conference on Machine Learning. ,,,,,, (1995). ,,
723,,,, Plateaus and plateau search in Boolean satisfiability problems: When to give up searching and start again.,," Hampson, S. and Kibler, D. ",,,," DIMACS Challenge on Satisfiability Testing, ",,,,,, (1993). ,,
724,,,, Plateaus and plateau search in boolean satisfi-ability problems: When to give up searching and start again. ,, Steven Hampson and Dennis Kibler. ,,,," Workshop Notes: 2nd DIMACS Challenge, ",,,,,, 1993. ,,
725,,,, Plateaus and plateau search in boolean satisfi-ability problems: When to give up searching and start again. ,, Steven Hampson and Dennis Kibler. ,,,," Workshop Notes: 2nd DIMACS Challenge, ",,,,,, 1993. ,,
728,,,, Plateaus and plateau search in boolean satisfiability problems: When to give up searching and start again. ,, S. Hampson and D. Kibler. ,, Available by http://www.ics.uci.edu/~kibler/. ,, DIMACS Challenge,,,,,, 1995.,,
733,,,," (1978) Power, Efficiency, and Correctness of Transformation Systems . Ph.D. ",," Kibler, D. ",,,,,,,," University of California, Irvine. ",,, Thesis. ,
734,,,, Don't Be Stupid. ,, D. Kibler and P. Morris. ,,,," In Proceedings of IJCAI-81, ",,,,,, 1981. ,,
736,,,, Natural generation of heuristics by transforming the problem representation. ,, D. Kibler. ,,,,,,,," Computer Science Department, UC-Irvine, ",, 1985. ," Technical Report TR-85-20, ",
745,,,, Machine Learning as an Experimental Science. ,," Kibler, D. & Langley, P. ", Pitman. ,," Glasgow, Scotland: ", Proceedings of the Third European Working Session on Learning. ,,,,,, (1988). ,,
746,,,, Machine Learning as an Experimental Science.  ,," Kibler, D. & Langley, P. ", Pitman. ,," London, UK: ", Proceedings of the Third European Session on Machine Learning. ,,,,,, (1988). ,,
747,,,, Machine learning as an experimental science. ,," Kibler, D. & Langley, P. ", Pitman. ,," Glasgow, Scotland. "," In Proceedings of the Third European Working Session on Learning, ",,,,,, (1988). ,,
748,,,, Machine learning as an experimental science. ,," Kibler, D. & Langley, P. ", Pitman. ,," Glasgow, Scotland. "," In Proceedings of the Third European Working Session on Learning, ",,,,,, (1988). ,,
749,,,, Machine learning as an experimental science. ,," Kibler, D. & Langley, P. ", Pitman. ,," Glasgow, Scotland. "," In Proceedings of the Third European Working Session on Learning, ",,,,,, (1988). ,,
751,,,, Machine Learning as an Experimental Science. , Machine Learning 3 (1). ," Kibler, D. & Langley P. ",,,,,,,,,, (1988).,,
768,,,, Machine Learning As An Experimental Science. ,, Dennis Kibler and Pat Langley. ,,,, Pro ceedings Of the Third Working Session On Learning ,,,,,,(1989) ,,
769,,,, Machine Learning As An Experimental Science. ,, Dennis Kibler and Pat Langley. ,,,, Proceedings Of the Third Working Session On Learning ,,,,,,(1989) ,,
770,,,, Machine Learning As An Experimental Science. ,, D. Kibler & P. Langley. ,,,, Proc. 3rd Working Session On Learning (1989) ,,,,,,,,
771,,,, Machine Learning As An Experimental Science. ,, D. Kibler & P. Langley. ,,,, Proc. 3rd Working Session On Learning,,,,,, (1989) ,,
772,,,, Machine learning as an experimental science. ,, Dennis Kibler and Pat Langley. ," Pitman Publishing Ltd., London and Morgan Kaufman Publishing, ", Also appears in Readings in Machine Learning by Shavlik and Dietterich. ," San Mateo, CA., ", In Proceedings of the Third European Working Session on Learning. ,,,,,, 1988. ,,
773,,,, Machine learning as an experimental science. ,, Dennis Kibler and Pat Langley. ," Pitman Publishing Ltd., London and Morgan Kaufman Publishing, ", Also appears in Readings in Machine Learning by Shavlik and Dietterich. ," San Mateo, CA., ", In Proceedings of the Third European Working Session on Learning. ,,,,,, 1988. ,,
774,,,, The experimental study of machine learning. ,, Pat Langley and Dennis Kibler. ,," Unpublished paper, ",,,,,,,, 1991. ,,
775,,,, The experimental study of machine learning. ,, Pat Langley and Dennis Kibler. ,," Unpublished paper, ",,,,,,,, 1991. ,,
780,,,, Comparing instance-saving with instance-averaging learn ing algorithms.,, D. Kibler and D. Aha. ," Kluwer Academic Publisher, Norwell, ",," MA, ",Change of Representation and Inductive Bias. ," In D.P.Benjamin, editor,",,,,, 1989. ,,
790,,,, Paradigms of Artificial Intelligence Programming: Case Studies in Common Lisp.,," Norvig, P. "," Morgan Kaufmann, ",,"San Mateo, CA. ",,,,,,, (1992). ,,
791,,,, Paradigms of Artificial Intelligence Programming: Case Studies in Common Lisp.,," Norvig, P. "," Morgan Kaufmann,",," San Mateo, CA. ",,,,,,, (1992). ,,
792,,,, Paradigms of Artificial Intelligence Programming: Case Studies in Common Lisp.,," Norvig, P. "," Morgan Kaufmann, ",,"San Mateo, CA. ",,,,,,, (1992). ,,
793,,,, Paradigms of Artificial Intelligence Programming: Case Studies in Common Lisp.,," Norvig, P. "," Morgan Kaufmann,",," San Mateo, CA. ",,,,,,, (1992). ,,
794,,,, Flexibly exploiting prior knwledge in empirical learning. ,," Ortega, J., and Fisher, D. ",,,, IJCAI-95. ,,,,,, 1995. ,,
795,,,, The utility of knowledge in inductive learning. ,," Pazzani, M. J., Kibler, D. ",,,,,,,," Irvine, CA: University of California, Irvine, Department of Information and Computer Science. ",, (1990). , (Technical Report no. 90-18). ,
796,,,, The utility of knowledge in inductive learning ,," Pazzani, M., & Kibler, D. ",,," Irvine, ",,,,," University of California, ",, (1990). ,(Technical Report 90-18). ,
797,,,, The utility of knowledge in inductive learning ,," Pazzani, M., & Kibler, D. ",,," Irvine,CA:",,,,," University of California, Department of Information & Computer Science. ",, (1990). ,(Technical Report No.   9018). ,
807,,,, The role of prior knowledge in inductive learning. , Machine Learning. ," Pazzani, M., & Kibler, D. ",,,,,,,,,, (1992). ,,
838,,,, The utility of knowledge in inductive learning. , Machine Learning 9(1). ," Pazzani, Michael and Kibler, Dennis 1992. ",,,,,,,,,,,,
847,,,, The utility of knowledge in inductive learning. ," Machine Learning Journal, ", Michael Pazzani and Dennis Kibler. ,,,,,,,,,, 1992. ,,
857,,,, Learning subgoal sequences for planning. ,," Ruby, D., & Kibler, D. ", AAAI Press. ,,, In Proceedings of AAAI-91. ,,,,,, (1991). ,,
858,,,, Learning subgoal sequences for planning. ,," Ruby, D., & Kibler, D. ", AAAI Press. ,,, In Proceedings of AAAI-91. ,,,,,, (1991). ,,
859,,,, Learning subgoal sequences for planning. ,," Ruby, D., & Kibler, D. ", AAAI Press. ,,, In Proceedings of AAAI-91. ,,,,,, (1991). ,,
860,,,, SteppingStone: An empirical and analytical evaluation. ,," Ruby, D., Kibler, D. ", AAAI Press/The Mit Press. ,," Menlo Park, CA: ", In Proceedings of the Ninth National Conference on Artificial Intelligence. ,,,,,, (1991). ,,
861,,,, SteppingStone: An empirical and analytical evaluation. ,," Ruby, D., Kibler, D. ", Morgan Kaufmann. ,," Los Altos, CA: ", Proceedings of the Ninth National Conference on Artificial Intelligence. ,,,,,, (1991). ,,
866,,,, Learning episodes for optimization. ,," Rudy, D., Kibler, D. ", Morgan Kaufmann. ,,," Proceedings of the Ninth International Conference on Machine Learning, ",,,,,, (1992). ,,
867,,,, Smalltalk with Style. ,," Suzanne Skiblics, Edward J. Klimas, and David A. Thomas. "," Prentice-Hall, ",,,,,,,,, 1996. ,,
868,,,," The Irvine Program Transformation Catalogue, ",," T. A. Standish, D. C. Harriman, D. F. Kibler, and J. M. Neighbors, ",,,,,,,," Department of Information and Computer Science, University of California, Irvine, ",, 1976. ,, January 
869,,,, Instance-based prediction of continuous values. ,," Townsend-Webber, T. & Kibler, D. ",,,, AAAI Workshop on Case-based Reasoning. ,,,,,, (1994). ,,
878,,,, Instance-based prediction of continuous values. ,," Townsend-Weber, T., & Kibler, D. ", AAAI Press. ,," Menlo Park, CA: ", Case-Based Reasoning: Papers from the 1994 Workshop," In D. W. Aha (Ed.), ",,,,, (1994). , (Technical Report WS-94-01). ,
879,,,, Instance-based prediction of continuous values. ,," Townsend-Weber, T., & Kibler, D. ", AAAI Press. ,," Menlo Park, CA: ", Case-Based Reasoning: Papers from the 1994 Workshop ," In D. W. Aha (Ed.), ",,,,, (1994). ,(Technical Report WS-94-01). ,
885,,,," Learning representative exemplars of concepts: an initial case study. In P. Langley, editor, ",, Dennis Kibler and David W. Aha. ," Kaufmann, ",," Ca, "," Proc. 4th International Workshop on Machine Learning, ",,,,,, 1987. ,,
886,,,," Comparing Instance Averaging and Instance Filtering Learning Algorithms, ",," D. Kibler and D. W. Aha, "," Pitman, ",,," Proceedings of 3rd European Working Session on Learning, ",,,,,, 1988 ,,
887,,,," Comparing Instance Averaging and Instance Filtering Learning Algorithms, ",," D. Kibler and D. W. Aha, "," Pitman, ",,," Proceedings of 3rd European Working Session on Learning, ",,,,,, 1988 ,,
888,,,," Comparing Instance Averaging and Instance Filtering Learning Algorithms, ",," D. Kibler and D. W. Aha, "," Pitman, ",,," Proceedings of 3rd European Working Session on Learning, ",,,,,, 1988 ,,
889,,,," Comparing Instance Averaging and Instance Filtering Learning Algorithms, ",," D. Kibler and D. W. Aha, "," Pitman, ",,," Proceedings of 3rd European Working Session on Learning, ",,,,,, 1988 ,,
1006,,,, Parallelism in AI Programs. ,," Kibler, D. and Conery, J. ",,,,,,,," Irvine Computational Intelligence Project, Information and Computer Science Department, University of California, Irvine. ",,," Technical report, ",
1013,,,, Natural generation of heuristics by transforming the problem representation. ,, Dennis Kibler. ,,,,,,,," Department of Computer Science, University of California at Irvine, ",, 1985. ," Technical Report TR-85-20, ",
1014,,,, Natural Generation of Heuristics by Transforming the the Problem Representation. ,," Kibler, D. ",,,,,,,," University of California, Irvine, CA, ",, 1985. ," Technical Report TR-85-20, ",
1017,,,, Learning representative exemplars of concepts: An initial case study. ,, Dennis Kibler and David W. Aha. ,,," Irvine, CA, "," In Proceedings of the 4 th International Workshop on Machine Learning, ",,,,,, 1987. ,,
1018,,,, Learning representative exemplars of concepts: An initial case study. ,, Dennis Kibler and David W. Aha. ,,," Irvine, CA, "," In Proceedings of the 4 th International Workshop on Machine Learning, ",,,,,, 1987. ,,
1022,,,, Machine Learning as an Experimental Science. ,," Kibler, D. and Langley, P. "," Pitman, ",," Glasgow, Scotland, "," In Proceedings of the Third European Working Session on Learning, ",,,,,, 1988. ,,
1038,,,, Some real-world domains for learning problem solvers. ,, Dennis Kibler (1993). ,,," Amherst, MA. "," In Proceedings of KCSL93, 3rd International Workshop on Knowledge Compilation and Speedup Learning (in ICML93), ",,,,,,,,
1039,,,, Some real-world domains for learning problem solvers. ,, Dennis Kibler (1993). ,,," Amherst, MA. "," In Proceedings of KCSL93, 3rd International Workshop on Knowledge Compilation and Speedup Learning (in ICML93), ",,,,,,,,
1040,,,, Some real-world domains for learning problem solvers. ,, Dennis Kibler (1993). ,,," Amherst, MA. "," In Proceedings of KCSL93, 3rd International Workshop on Knowledge Compilation and Speedup Learning (in ICML93), ",,,,,,,,
1118,,,, SteppingStone: An empirical and analyt ical evaluation. ,," Ruby, D., & Kibler, D. ", AAAI Press. ,," San Mateo, CA: "," Proceedings, Ninth National Conference on Artificial Intelligence. ",,,,,, (1991). ,,
1119,,,, SteppingStone: An empirical and analytical evaluation. ,," Ruby, D., & Kibler, D. ", AAAI Press. ,," San Mateo, CA: "," Proceedings, Ninth National Conference on Artificial Intelligence. ",,,,,, (1991). ,,
1120,,,, SteppingStone: An empirical and analytical evaluation. ,," Ruby, D., & Kibler, D. ", AAAI Press. ,," San Mateo, CA: "," Proceedings, Ninth National Conference on Artificial Intelligence. ",,,,,, (1991). ,,
1121,,,, Learning subgoal sequences for planning. ,, D. Ruby and D. Kibler. ," AAAI Press, ",,, In Proceedings of AAAI-91. ,,,,,, 1991. ,,
1122,,,, Learning subgoal sequences for planning. ,, D. Ruby and D. Kibler. ," AAAI Press, ",,, In Proceedings of AAAI-91. ,,,,,, 1991. ,,
1124,,,," Multivariate versus univariate decision trees, ",," Brodley, C. E. & Utgoff, P. E. ",,," Amherst, MA, ",,,,," Department of Computer Science, University of Mas-sachusetts,",," (1992), "," Tech--nical Report COINS TR 92-8, ",
1125,,,," Multivariate versus univariate decision trees, ",," Brodley, C. E. & Utgoff, P. E. ",,," Amherst, MA, ",,,,," Department of Computer Science, University of Massachusetts,",," (1992), "," Technical Report COINS TR 92-8, ",
